"Time","TemperatureF"
2012-10-01 15:51:00,62.9
2012-10-01 15:56:00,62.7
2012-10-01 16:01:00,62.7
2012-10-01 16:06:00,62.5
2012-10-01 16:11:00,62.5
2012-10-01 16:16:00,62.4
2012-10-01 16:21:00,62.3
2012-10-01 16:26:00,62.3
2012-10-01 16:31:00,62
2012-10-01 16:36:00,62
2012-10-01 16:41:00,62
2012-10-01 16:46:00,61.8
2012-10-01 16:51:00,61.6
2012-10-01 16:56:00,61.4
2012-10-01 17:01:00,61.4
2012-10-01 17:06:00,61.3
2012-10-01 17:11:00,61.2
2012-10-01 17:16:00,61.1
2012-10-01 17:21:00,61.1
2012-10-01 17:26:00,60.9
2012-10-01 17:31:00,60.7
2012-10-01 17:36:00,60.6
2012-10-01 17:41:00,60.4
2012-10-01 17:46:00,60.3
2012-10-01 17:51:00,60.2
2012-10-01 17:56:00,60
2012-10-01 18:01:00,59.9
2012-10-01 18:06:00,59.8
2012-10-01 18:11:00,59.6
2012-10-01 18:16:00,59.5
2012-10-01 18:21:00,59.4
2012-10-01 18:26:00,59.3
2012-10-01 18:31:00,59
2012-10-01 18:36:00,58.8
2012-10-01 18:41:00,58.6
2012-10-01 18:46:00,58.5
2012-10-01 18:51:00,58.3
2012-10-01 18:56:00,58.2
2012-10-01 19:01:00,58
2012-10-01 19:06:00,57.8
2012-10-01 19:11:00,57.7
2012-10-01 19:16:00,57.5
2012-10-01 19:21:00,57.4
2012-10-01 19:26:00,57.3
2012-10-01 19:31:00,57.3
2012-10-01 19:36:00,57.2
2012-10-01 19:41:00,57.2
2012-10-01 19:46:00,57.1
2012-10-01 19:51:00,57.1
2012-10-01 19:56:00,57
2012-10-01 20:01:00,57
2012-10-01 20:06:00,56.9
2012-10-01 20:11:00,56.8
2012-10-01 20:16:00,56.6
2012-10-01 20:21:00,56.5
2012-10-01 20:26:00,56.3
2012-10-01 20:31:00,56.1
2012-10-01 20:36:00,56
2012-10-01 20:41:00,55.9
2012-10-01 20:46:00,55.8
2012-10-01 20:51:00,55.6
